0.462,-0.066,-3.105,0.0,0.0,3.026,-95.4229,2.5
0.462,-0.066,-3.105,0.0,0.0,0.0,-91.822,2.5
0.462,-0.066,-3.105,0.0,0.0,0.0,-91.822,2.5
0.462,-0.066,-3.105,0.0,0.0,0.0,-91.822,2.5
0.462,-0.067,-3.105,0.0,-2.07,0.0,-78.2005,2.5
0.462,-0.067,-3.105,0.0,0.0,0.0,-91.7797,2.5
0.462,-0.067,-3.105,0.0,0.0,0.0,-91.7797,2.5
0.462,-0.067,-3.103,0.0,0.0,2.397,-94.5709,2.5
0.462,-0.067,-3.103,0.0,0.0,0.0,-91.7184,2.5
0.462,-0.067,-3.103,0.0,0.0,0.0,-91.7184,2.5
0.462,-0.067,-3.103,0.0,0.0,0.0,-91.7184,2.5
0.462,-0.067,-3.103,0.0,0.0,0.0,-91.7184,2.5
0.462,-0.067,-3.103,0.0,0.0,0.0,-91.7184,2.5
0.462,-0.067,-3.102,0.0,0.0,0.0,-91.6878,2.5
0.462,-0.067,-3.102,0.0,0.0,0.0,-91.6878,2.5
0.462,-0.067,-3.102,0.0,0.0,0.0,-91.6878,2.5
0.462,-0.067,-3.102,0.0,0.0,0.0,-91.6878,2.5
0.462,-0.067,-3.102,0.0,0.0,0.0,-91.6878,2.5
0.462,-0.067,-3.1,0.0,0.0,2.45,-94.5421,2.5
0.462,-0.067,-3.1,0.0,0.0,0.0,-91.6266,2.5
0.462,-0.067,-3.1,0.0,0.0,0.0,-91.6266,2.5
0.462,-0.067,-3.1,0.0,0.0,0.0,-91.6266,2.5
0.462,-0.066,-3.1,0.0,1.528,0.0,-101.6925,2.5
0.462,-0.064,-3.1,0.0,1.703,0.0,-102.9251,2.5
0.462,-0.072,-3.099,0.0,-6.111,0.0,-51.2963,2.5
0.46,-0.077,-3.099,-1.767,-5.752,0.0,-55.4917,2.5
0.453,-0.08,-3.097,-1.693,-3.567,2.303,-72.2989,2.5
0.434,-0.084,-3.095,-8.125,-2.003,2.233,-89.7251,2.5
0.43,-0.089,-3.092,-6.063,-6.176,4.345,-62.1723,2.5
0.423,-0.098,-3.091,-4.185,-10.519,2.243,-28.5981,2.5
0.42,-0.109,-3.086,-3.555,-10.394,7.458,-34.2779,2.5
0.417,-0.121,-3.082,-3.614,-15.02,2.3,2.7652,2.5
0.411,-0.129,-3.077,-6.662,-9.077,6.463,-44.2251,2.5
0.402,-0.132,-3.065,-10.853,-4.627,2.862,-73.5082,2.5
0.393,-0.135,-3.03,-11.999,-4.303,6.838,-80.5048,2.5
0.376,-0.14,-3.025,-8.09,-5.76,5.788,-64.8154,2.5
0.353,-0.143,-3.017,-10.0,-4.197,11.036,-83.1806,2.5
0.345,-0.166,-3.008,-10.145,-16.353,12.747,-4.4013,2.5
0.325,-0.179,-3.003,-12.16,-17.171,6.621,6.6002,2.5
0.314,-0.19,-2.996,-11.997,-11.684,11.482,-34.3215,2.5
0.305,-0.198,-2.987,-10.53,-11.132,12.591,-36.9557,2.5
0.298,-0.204,-2.977,-8.531,-7.689,12.206,-56.2118,2.5
0.285,-0.213,-2.968,-7.151,-10.931,12.89,-33.5143,2.5
0.278,-0.218,-2.921,-9.066,-6.698,10.84,-59.4211,2.5
0.27,-0.224,-2.914,-9.229,-8.303,9.227,-46.7018,2.5
0.261,-0.232,-2.904,-10.26,-10.365,14.934,-40.5269,2.5
