2.278,2.849,-0.41,9.331,-12.712,47.749,0.2,1
2.287,2.838,-0.377,10.931,-13.256,42.329,0.2,1
2.295,2.827,-0.342,9.274,-11.709,43.342,0.2,1
2.301,2.816,-0.308,8.957,-14.241,41.458,0.2,1
2.315,2.806,-0.278,8.052,-11.697,41.854,0.2,1
2.348,2.796,-0.207,8.775,-11.814,43.516,0.2,1
2.355,2.786,-0.138,7.556,-14.073,44.579,0.2,1
2.361,2.776,-0.071,6.933,-10.555,42.609,0.2,1
2.375,2.766,0.034,8.428,-12.573,50.26,0.2,1
2.381,2.756,0.067,7.547,-11.621,36.641,0.2,1
2.387,2.747,0.104,7.012,-11.419,42.708,0.2,1
2.393,2.738,0.143,7.816,-10.777,41.413,0.2,1
2.399,2.727,0.207,7.907,-11.697,37.597,0.2,1
2.404,2.717,0.241,5.524,-13.626,38.305,0.2,1
2.41,2.709,0.281,7.061,-10.593,41.116,0.2,1
2.416,2.701,0.314,7.631,-11.745,39.655,0.2,1
2.422,2.692,0.347,7.029,-11.089,42.218,0.2,1
2.427,2.672,0.377,5.235,-11.279,40.314,0.2,1
2.433,2.661,0.408,7.927,-13.575,39.894,0.2,1
2.439,2.652,0.439,6.996,-10.318,40.155,0.2,1
2.45,2.643,0.499,7.27,-11.049,41.29,0.2,1
2.454,2.632,0.531,5.136,-12.875,39.141,0.2,1
2.471,2.615,0.568,6.902,-9.833,39.543,0.2,1
2.488,2.606,0.598,7.045,-11.891,36.962,0.2,1
2.493,2.597,0.63,5.439,-10.306,37.326,0.2,1
2.499,2.571,0.842,6.886,-8.949,39.131,0.2,1
2.503,2.562,0.873,5.42,-10.677,33.974,0.2,1
2.517,2.52,0.9,6.063,-9.948,36.378,0.2,1
2.522,2.505,0.928,6.481,-9.066,33.508,0.2,1
2.526,2.497,0.957,6.219,-8.346,37.174,0.2,1
2.536,2.49,1.032,5.465,-9.66,32.811,0.2,1
2.543,2.482,1.063,3.984,-9.342,34.012,0.2,1
2.549,2.474,1.092,7.135,-9.241,32.821,0.2,1
2.559,2.468,1.121,4.975,-8.593,34.409,0.2,1
2.563,2.451,1.152,6.047,-11.671,37.413,0.2,1
2.577,2.427,1.178,5.063,-7.876,33.866,0.2,1
2.588,2.416,1.204,5.9,-7.411,32.515,0.2,1
2.595,2.41,1.232,5.013,-7.322,32.331,0.2,1
2.609,2.379,1.259,7.603,-7.806,34.819,0.2,1
2.611,2.375,1.285,1.969,-5.915,31.724,0.2,1
2.615,2.37,1.31,6.111,-6.546,33.806,0.2,1
2.621,2.365,1.367,3.652,-6.4,36.522,0.2,1
2.625,2.356,1.391,4.0,-5.667,30.413,0.2,1
2.629,2.344,1.532,4.986,-4.064,29.045,0.2,1
2.632,2.338,1.557,3.648,-6.894,29.749,0.2,1
2.638,2.333,1.58,3.933,-5.395,28.198,0.2,1
2.641,2.319,1.629,4.847,-4.545,30.041,0.2,1
2.645,2.315,1.651,2.174,-4.749,16.738,0.2,1
2.651,2.312,1.715,6.293,-3.974,28.109,0.2,1
2.654,2.307,1.738,3.502,-5.551,27.655,0.2,1
2.658,2.302,1.761,5.825,-5.407,27.789,0.2,1
2.66,2.299,1.784,1.941,-3.888,26.206,0.2,1
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
0.305,0.0,3.128,0.0,0.0,0.0,96.0844,2.5
