0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.003,0.0,0.0,0.0,-0.007,3
0.183,-0.02,0.005,0.0,0.0,2.353,0.5864,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.005,0.0,0.0,0.0,-0.0018,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.183,-0.02,0.006,0.0,0.0,0.0,0.0007,3
0.178,-0.02,0.006,-1.937,0.0,0.0,0.059,3
0.176,-0.017,0.006,-1.937,2.067,0.0,0.4738,3
0.175,-0.017,0.006,-1.967,0.0,0.0,0.0614,3
0.175,-0.025,0.006,0.0,-5.414,0.0,-1.0841,3
0.172,-0.029,0.008,-1.773,-5.862,2.442,-0.5067,3
0.167,-0.031,0.008,-4.88,-2.125,0.0,-0.2773,3
0.163,-0.034,0.009,-4.875,-1.866,2.331,0.3584,3
0.158,-0.037,0.014,-5.945,-3.229,2.631,0.2045,3
0.15,-0.04,0.018,-5.37,-3.539,2.276,0.0457,3
0.147,-0.055,0.02,-3.764,-12.016,2.151,-1.7308,3
0.14,-0.069,0.026,-5.376,-8.021,5.498,-0.0375,3
0.132,-0.077,0.029,-8.589,-5.961,3.854,0.0641,3
0.126,-0.081,0.037,-6.81,-4.634,6.103,0.8573,3
0.117,-0.087,0.049,-10.364,-5.866,7.236,1.0291,3
0.11,-0.098,0.052,-6.057,-13.422,4.156,-1.3784,3
0.107,-0.107,0.058,-3.883,-14.916,8.01,-0.7676,3
0.103,-0.123,0.063,-5.511,-9.339,6.798,0.0993,3
0.098,-0.15,0.097,-5.66,-8.654,8.69,0.7888,3
0.077,-0.156,0.101,-8.598,-7.632,6.828,0.624,3
0.067,-0.163,0.106,-11.709,-8.703,6.788,0.5031,3
0.06,-0.17,0.112,-10.535,-10.268,8.593,0.6185,3
0.048,-0.183,0.118,-8.618,-14.488,9.037,-0.1622,3
0.02,-0.196,0.124,-7.973,-16.204,10.525,-0.1424,3
0.012,-0.202,0.135,-8.666,-8.741,8.059,0.7802,3
-0.005,-0.21,0.15,-8.447,-8.745,6.528,0.4255,3
-0.012,-0.224,0.155,-9.023,-14.86,6.817,-0.7014,3
-0.029,-0.232,0.167,-8.745,-9.308,8.003,0.7248,3
-0.035,-0.236,0.178,-6.319,-6.508,6.699,0.9127,3
-0.041,-0.242,0.199,-8.116,-7.99,7.556,0.9358,3
-0.046,-0.25,0.209,-5.382,-10.308,6.374,0.1169,3
-0.052,-0.255,0.221,-7.366,-6.356,7.66,1.317,3
